id,name,rank,rankPoints,wins,games,winRatio,averageDamage,kills,killDeathRatio,averageRank,grade,grade2
account.5e470c179bf345c591ba8d085243172d,OUTLET-NBA,274,6218,37,888,0.041666668,151,1116,1.3113984,24.384008,3,2
account.0b0822aa1d6847579b41fe2ac7b1073c,KADIKOYACIL,275,6217,41,904,0.045353983,242,1867,2.1608796,40.57633,3,2
account.b6b236ce10374973aca39d1d95a344aa,fox27-k,276,6217,17,1029,0.016520893,155,1187,1.1729249,38.419827,3,2
account.130beb32c06646beb1bf99cf28999211,HORSTTHEWORST,277,6216,6,863,0.006952491,111,823,0.96032673,29.494785,3,2
account.33715aea727f4899989d0e0c3dd6f0f5,RusQaa,278,6216,66,660,0.1,296,1604,2.7003367,25.063637,3,2
account.44cbaa2e8bd14abd836728f17dbe97cd,SAVER11,279,6215,29,698,0.041547276,175,890,1.3303438,25.544413,3,2
account.11fdff1f57464a188e1d0eef9b18a616,CH_Investment,280,6215,29,1179,0.024597116,244,2449,2.1295652,48.277355,3,2
account.df49fe19f72645fa961e6d91d911d58f,DDxz1,281,6214,10,856,0.011682243,100,682,0.80614656,26.155375,3,2
account.6a830bab5bac4dc5bd7bb445b417ae29,RedBull_express,282,6214,42,903,0.046511628,297,2264,2.62645,39.166115,3,2
account.f379e1ebdfd743129162646839a498cf,no_4eM_xaJIBa,283,6214,41,673,0.060921248,235,1172,1.8544304,28.260029,3,2
account.6a7f49514b074b23907d79c668080518,lengend5-Mr_B,284,6214,43,699,0.061516453,240,1244,1.8934551,33.83691,3,2
account.411acab2b2d6477197650e9c2a3217ed,Dyckens,285,6214,17,1087,0.015639374,153,1373,1.2831776,40.403862,3,2
account.fae7bbde262046639c4eb978f2301f1b,fhlz1125,286,6213,0,2112,0.0,98,1599,0.75710225,51.933712,3,2
account.7c34fdae13a145028d801d6639e90515,Just__Lucky,287,6213,13,1217,0.0106820045,140,1433,1.1901994,41.66393,3,2
account.de0f227c41664c06899c0cb77a16f00f,Big_Men717,288,6213,49,732,0.06693989,296,1796,2.6295755,37.039616,3,2
account.1838bea377c44771866c30d26342ed86,HuyaTv_LinWei,289,6213,69,819,0.08424909,415,2840,3.7866666,44.42735,3,2
account.cc67e76d6e9b490b90fda021874719b1,Dennisnim,290,6212,104,566,0.18374558,403,2073,4.4773216,24.212013,3,2
account.81268fac8f7848ee91bce1c474dfd16f,Zoyeed,291,6212,12,788,0.015228426,116,721,0.9291237,26.59137,3,2
account.0b1247ccfe814f90884ee9c09c2cefe8,AboutFps,292,6211,28,903,0.031007752,202,1436,1.6411428,34.079735,3,2
account.b08f777731df4b37843b3602a1362b88,LC-9981,293,6211,17,764,0.02225131,150,893,1.1954485,29.294502,3,2
account.3112dc0ca90045969096195cf4c59a3a,Fxiaoqi77,294,6211,18,1044,0.01724138,198,1601,1.5604289,38.457855,3,2
account.8da360fa3c8140af9ad1692f932b3f54,WJ71720000,295,6211,15,693,0.021645023,110,527,0.7772861,21.067822,3,2
account.5cfc953d96bf492eb91fa0aba917c8fb,zhengfengzhanyu,296,6211,39,789,0.04942966,181,1196,1.5946667,32.419518,3,2
account.fe5ebeea6c2e44cbabdbc8aa040b4519,Battle-Royal,297,6211,11,1117,0.009847807,143,1244,1.124774,37.87556,3,2
account.cc384ea8ed914f93828a546e79863193,SSY_6028233,298,6211,59,758,0.07783641,284,1850,2.6466382,36.59235,3,2
account.af0d346482694dba9fa194c0306e8360,HonohTsuru,299,6210,35,1346,0.026002971,272,3141,2.395881,53.34844,3,2
account.dbdb0dacfbba48a397044fd29f03a128,QSH_OldDRIVER,300,6209,92,672,0.13690476,280,1665,2.8608248,24.270834,3,2
account.f1206556107f4c59b43b3f1eae98a850,ChinaNobeL,301,6209,8,909,0.00880088,140,867,0.9622642,33.845985,4,2
account.125d7a59a3a74f9c8ab3fef6df6641db,HaulPapa-_-,302,6208,118,902,0.1308204,400,3252,4.147959,27.616407,4,2
account.199236ce1518450daf9a9813c63de46d,Douyutv-4616290,303,6208,63,845,0.07455622,389,2868,3.667519,42.791718,4,2
account.56cffa96d3824837a3cbc78fdda85829,Chi66-Qiang,304,6207,22,539,0.040816326,241,1005,1.9439071,23.580706,4,2
account.5cd8b670a4f54025a019d6104f5aca0e,Derker5511,305,6207,9,963,0.009345794,95,691,0.7243187,32.07892,4,2
account.28bbd0bfd1624aa584b41c050244750f,Edwy-wang,306,6206,16,883,0.018120045,196,1325,1.5264977,39.808605,4,2
account.df5d69ba81814626ae75e9203b9b5c58,Jk-5_yu,307,6206,4,892,0.004484305,118,789,0.8885135,31.872198,4,2
account.1d6006fe5af843c6af8af5ca04fa4b85,Twitch-NAGWizard,308,6206,50,723,0.0691563,235,1367,2.0312035,22.478561,4,2
account.f88f3b8c1af8488ea77f950b0ac9b4ed,1761,309,6205,35,846,0.04137116,283,2067,2.5487053,39.914894,4,2
account.7b8c1361a189410d9b1b1ea0ffe5a752,IQfree,310,6204,19,746,0.025469169,239,1286,1.7640604,35.108578,4,2
account.05ad73ea62e74805b9f66ef5be8ad5e0,Dragon_XCX,311,6204,21,1290,0.01627907,174,1850,1.4578408,30.077518,4,2
account.14ee4147e2cf4d12847e3d23812d8dd7,macrange,312,6204,8,1014,0.007889546,140,1055,1.0487077,36.315582,4,2
account.3e93ac754b954e788a39358454a99840,AIREN-511,313,6204,16,838,0.01909308,177,1137,1.3832117,30.995226,4,2
account.ea4afb46252c47ecbc6381078dc4c3a2,3142sun,314,6203,15,1129,0.013286094,128,1062,0.95246637,36.003544,4,2
account.4b6be437801f481db3df93060d984090,david_0912,315,6203,13,805,0.016149068,131,845,1.0669192,29.770185,4,2
account.d7124018a8b64b5ba2446825e22862bb,longya77,316,6201,11,728,0.01510989,113,671,0.93584377,22.82967,4,2
account.6f1fd38b8a4b43b391324cc2b883a21f,YYtv-7814,317,6200,40,1062,0.037664782,212,1805,1.7644184,42.358757,4,2
account.2d54e847b261450c9d4145b28c1228da,PoumPaTaPoum,318,6200,12,1055,0.011374407,96,803,0.76989454,33.54597,4,2
account.754814279ba74dcba091306d4cf0105f,Fyr-_01,319,6200,11,845,0.013017751,142,986,1.1822542,35.13728,4,2
account.1404110275e44637af63fd54ff0ee993,Udore,320,6200,4,871,0.0045924224,120,726,0.8373702,30.982779,4,2
account.1927b9045d474bada7f87b8eba0a311b,MoMo-30863414,321,6200,64,873,0.07331043,487,3747,4.631644,47.704468,4,2
account.79bcc63d1ed149d49a49d99fc7df5608,Predador-BR,322,6200,3,1314,0.002283105,116,1124,0.8573608,35.452816,4,2
account.b499675c36624a328720c28c953099ca,Agwa86,323,6199,29,713,0.04067321,267,1469,2.1476607,37.21178,4,2
account.532cd18987074816b5dfc30413c0f2f7,ISAAC_TV,324,6199,81,573,0.14136125,355,1681,3.4097364,28.146597,4,2
account.5442a0025fb14e31a3cccc0de906947f,DarthSMorg,325,6199,3,1038,0.0028901733,89,751,0.7256039,35.94894,4,2
account.3ad6ff2fca964e15b2b44836c601a038,star_MIRROR_star,326,6199,45,863,0.052143686,195,1423,1.7374847,28.285051,4,2
account.531611656b13431a98cd4d01226e5cd9,Fat_Shady1337-,327,6198,3,960,0.003125,106,765,0.79937303,33.058334,4,2
account.c52716b3dd9644f29faac5b0e48f2128,Ranran_yangyang,328,6198,16,944,0.016949153,177,1409,1.518319,37.38983,4,2
account.0fc5e9d7f15a43df94b08f1adb2aa07f,Tianyeguilai_,329,6198,14,968,0.01446281,119,882,0.9245283,32.04029,4,2
account.3acd939ee99f459286a11a073a960840,Harry531,330,6198,12,769,0.015604681,169,1037,1.3698812,30.195059,4,2
account.74feeefa679c4803a91bb78b1b97ae1f,Future1109,331,6198,20,733,0.027285129,161,925,1.2973351,31.78854,4,2
account.af9ba1993837441aa2e510de08938f3a,kingmax1984,332,6197,38,855,0.044444446,309,2256,2.761322,40.687717,4,2
account.abf9e91af637438e8403fd866c75c14f,Vvvvvk_Air_Eariy,333,6197,75,500,0.15,302,1282,3.002342,20.468,4,2
account.a4aef70461e141e28f7e3ed055783eba,hu-han-er,334,6197,7,909,0.00770077,176,1218,1.3503326,32.50055,4,2
account.02d68c0980d944d9a7a59432cf688a7e,Denison,335,6196,75,576,0.13020833,390,1752,3.4831014,28.157986,4,2
account.1ed6c3af63034f9eab8d50831187037a,DaiCaTom,336,6196,26,757,0.034346104,276,1774,2.4234972,35.295906,4,2
account.14add1bfcbea4dd4a41a4657aaead03d,taotao20130813,337,6196,17,793,0.021437578,170,1178,1.5180413,34.506935,4,2
account.283631fccc27422b86cfd49669e675eb,SaoDaiSiNai,338,6196,60,498,0.12048193,345,1382,3.155251,23.493977,4,2
account.681833b6743c43f0a2f874d290238bcc,Dzvero-Psihopato,339,6196,1,1293,0.0007733952,88,769,0.59520125,43.107502,4,2
account.35ccdf64f5d946a88ecffaca2a2af0d0,AusSailor,340,6195,61,795,0.07672956,247,1690,2.2899728,21.821384,4,2
account.befa32d5260d4ace954167baf7f5b9b5,Ac_1001,341,6195,25,817,0.030599754,231,1502,1.8964647,35.58262,4,2
account.ea2309eecde2408caab2c1a130996f37,Nicholess,342,6194,38,615,0.06178862,306,1171,2.0294628,28.14309,4,2
account.3e0a0328391046acab9bc1134a6f45a1,jejumoongchi,343,6193,61,2126,0.02869238,184,3515,1.7013552,49.434147,4,2
account.fbaf8f1248fd46c497972c29385de876,tashan_kk,344,6193,5,1332,0.0037537538,180,1639,1.2351168,48.174175,4,2
account.1459be72d28f4aebbb5f37bcd5188c27,007chen,345,6193,38,747,0.050870147,308,1997,2.8166432,34.4913,4,2
account.0a6430249f804aa68746537a5b54b808,sHeN_C-1976,346,6191,6,1164,0.005154639,150,1373,1.1856649,40.407215,4,2
account.c14d14a3ca2546c3ace82575bb277172,CEEEEEEB,347,6190,22,1071,0.02054155,222,2102,2.0038133,46.043884,4,2
account.2d532ec7b7e948abae2718909e36fd42,fnatic_f0restwOw,348,6190,97,478,0.20292887,362,1438,3.7643979,17.924686,4,2
account.674d5370cb9241ed97048f237f0298a4,gavrilovic,349,6190,21,1168,0.017979452,160,1361,1.1855401,44.00942,4,2
account.a2610f4aa0404ef5951a4bb735a891c3,LOVE__Ali,350,6189,53,807,0.06567534,273,1795,2.3806367,41.327137,4,2
account.510b3203db7a41a68b19fd8be71d4207,shanjiao123,351,6189,42,570,0.07368421,274,1220,2.310606,29.185965,4,2
account.b68dc0a4995e4ac9af74250213077f95,NicknameJoker,352,6188,22,677,0.032496307,151,775,1.1832061,28.958641,4,2
account.dc6c4d0160e04ceeac9f2a5d5cf7def1,kz100www13,353,6188,87,474,0.18354431,286,1049,2.6966581,22.628693,4,2
account.f50576dcf88c49f19e998da84c173ea4,handcold41,354,6187,51,601,0.08485857,230,1062,1.930909,23.379368,4,2
account.684c7c4bdccd4ef193553470071b86ec,MaxWay,355,6187,34,605,0.056198347,122,573,1.0017482,20.315702,4,2
account.2e90d9ba447440ca86535d70b372a755,TTTTNTTTT,356,6187,6,755,0.00794702,101,648,0.86515355,28.360266,4,2
account.a480848a33934473a849ad393853dbda,LouCreed,357,6187,32,692,0.046242774,191,1027,1.5560606,30.34682,4,2
account.19e93dcb7f5f4199b58cc57598cf523c,RayDizzle18,358,6186,35,1049,0.033365108,257,2365,2.3323472,45.206863,4,2
account.790f7c2764bf41ef8f4b5db84642b083,dawojubao5ci,359,6186,62,690,0.089855075,429,2596,4.127186,38.36522,4,2
account.265f78115fb0405aa8a5ecbf822b19f6,omor0329,360,6186,27,1489,0.018132975,195,2384,1.630643,54.943584,4,2
account.3338dbcc189d42af96697b25df9ea4d4,howmusy,361,6186,43,1192,0.036073826,122,1139,0.99129677,19.908558,4,2
account.bd151d95d51b4a74a52b4703fb021e81,BoA20190824,362,6185,32,559,0.05724508,199,797,1.512334,28.042934,4,2
account.f0aa6b6f7fd24118bc94dd5cadef818b,Ev4_J8Leng,363,6185,18,1355,0.013284133,243,2849,2.1308901,55.119556,4,2
account.8c17032fc45d4c6da6d4ba0886dccc20,LZSV587,364,6185,36,746,0.048257373,232,1259,1.7732395,31.646112,4,2
account.3c2bbe94482647528222a79dd7dd580b,Ryckstar,365,6185,8,1036,0.0077220076,107,859,0.8356031,34.14382,4,2
account.ef2783560f7449a8bef80c9cdacf4745,yaoyangcao,366,6184,29,758,0.038258575,214,1319,1.8093278,36.655674,4,2
account.e7b84e735ce54c0eb60cf201b08231ac,lihongyu70,367,6184,38,722,0.05263158,158,705,1.0291971,28.711912,4,2
account.88bba70d8f55444d922650d314711d17,Fw_Love_ty,368,6184,49,895,0.054748602,251,1767,2.0886524,40.411175,4,2
account.70b4907a68a347679d15f77e5a518db2,samshixiong1098,369,6184,2,842,0.002375297,72,428,0.5095238,24.314728,4,2
account.becf110ba2e7413b80fd0195f34d131a,Mike__T,370,6183,28,808,0.034653466,221,1448,1.8469387,39.92698,4,2
account.9dac22034322419b98f558fc49a949c2,dok_kkaeby,371,6183,56,529,0.105860114,340,1401,2.961945,26.937618,4,2
account.02abf4b386e34119b65fc6ce5dae2db3,viros122,372,6183,14,921,0.015200868,174,1301,1.4343991,38.591747,4,2
account.482f5d3929af4e79a4df7d8be822104d,Bloody_Slaughter,373,6182,20,690,0.028985508,120,631,0.94179106,27.313044,4,2
account.1022286e80334a03a7b657e7ab2519b0,Mob_ZhiHui,374,6181,47,943,0.049840935,300,2477,2.761427,41.69035,4,2
account.4949ade5f96a4182b917ef4bbdd0a133,SEECHE,375,6181,8,2616,0.003058104,135,2780,1.0659509,44.531727,4,2
account.f02ef1abcaf04e35a5c3567d7c9bd02b,ymascat,376,6181,39,558,0.06989247,166,740,1.4203455,19.31362,4,2
account.11dbac5dd4a24bdb9090539951c87af0,1111XC,377,6181,51,564,0.09042553,329,1358,2.6471734,28.602837,4,2
account.6631563e5f98420c973dddd14b5c9f4e,Polabar,378,6181,10,980,0.010204081,86,647,0.6670103,23.60102,4,2
account.68155235012345499302c29803e72426,Fuuuuuuu_BJ,379,6181,38,740,0.05135135,148,983,1.398293,32.754055,4,2
account.030abbc576334450874ff8364b00307c,haihai1009,380,6180,41,810,0.050617285,298,2080,2.7048113,42.755554,4,2
account.13b262ecb66b48d6ab52de7b05b29fb1,JONMEN--,381,6180,49,527,0.092979126,309,1291,2.700837,23.132828,4,2
account.60698e36f93443a5a851b20ee6c4e3d4,eNdlessLOve8WalL,382,6180,43,675,0.0637037,226,1200,1.8987342,36.04296,4,2
account.ee7db2182ee94f35bfdc1ea3483f7ecf,Tricorax,383,6179,25,561,0.04456328,225,971,1.8081937,23.172905,4,2
account.d438c6a1c081468daf17c8c944f4a6f4,Poly_Alloy,384,6179,126,961,0.13111342,67,627,0.7508982,14.116546,4,2
account.515890922ba84eaa8bc5b8e0cbfec014,H9736207,385,6179,49,716,0.06843575,221,1226,1.838081,24.991621,4,2
account.4ea8c565fe33425a97676ac29c70b96b,Lonely-lov,386,6178,24,883,0.027180068,233,1566,1.82305,41.269535,4,2
account.8a4a8537f09f495a9cc8d730c224aa31,Pastlous,387,6178,25,570,0.04385965,193,808,1.4825689,25.963158,4,2
account.e0af5c84b93742128f56ced7504fa681,HoBBiT-o1,388,6177,10,1268,0.007886435,171,1840,1.4626391,53.525238,4,2
account.c810737deccf4fc7b5650b1873c6547d,XF-zpHelmxc_c,389,6177,76,779,0.09756097,265,1898,2.6960227,29.245186,4,2
account.4db7bb1ccb1547a9b4bb0c90a7cd0f26,aqarqqqq,390,6177,20,788,0.02538071,270,1625,2.1158855,39.941624,4,2
account.7a7a196092964231b2f8c01320492533,firstdayinmarch,391,6177,8,1980,0.004040404,214,3596,1.8235294,61.316162,4,2
account.8a7baa334b8348a8a6bab8101ffd721c,Truth_in_hand,392,6174,57,663,0.08597285,337,1899,3.1336634,35.889893,4,2
account.1a739a0477ea43b7a42a10214a337964,HH0456HH,393,6174,16,987,0.01621074,131,976,1.0051494,33.60081,4,2
account.6db3123c27184c8f9bce3b69c61334cb,Arcadar,394,6174,70,511,0.1369863,295,1194,2.707483,25.792564,4,2
account.ea62f88fab9e45ef90485e50fd3f4563,IIIS_leiwang,395,6174,31,675,0.045925926,223,1197,1.8586956,29.397038,4,2
account.bb599d013253410aa4e52a20a0fb4739,MihaelShuiMen,396,6173,11,776,0.014175258,132,760,0.99346405,30.484535,4,2
